date,day_of_week,channel,spend,revenue,roas,impressions,clicks,conversions,new_customers,ctr,cpc,cpa,aov,source_row,record_id,expected_at_reported_roas,revenue_difference,explanation
2023-04-17,Mon,Google Display,157939.36,265338.12,1.68,3081138,40921,178,78,1.33,3.86,887.3,1490.66,1063,2023-04-17|Google Display,265338.12,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,YouTube,422924.56,418187.8,0.99,4485069,245621,209,131,5.48,1.72,2023.56,2000.9,1064,2023-04-17|YouTube,418695.31,-507.51,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,Instagram Reels,249065.35,989885.33,3.97,6932855,275250,933,447,3.97,0.9,266.95,1060.97,1065,2023-04-17|Instagram Reels,988789.44,1095.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,Email,11444.29,64381,5.63,76767,1092,38,16,1.42,10.48,301.17,1694.24,1066,2023-04-17|Email,64431.35,-50.35,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,SMS,10136.94,66076.63,6.52,93815,3191,33,18,3.4,3.18,307.18,2002.32,1067,2023-04-17|SMS,66092.85,-16.22,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,Influencer,59341.05,99692.96,1.68,1199366,57396,52,20,4.79,1.03,1141.17,1917.17,1068,2023-04-17|Influencer,99692.96,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,Affiliate,87408.3,269357.42,3.08,308412,17324,235,178,5.62,5.05,371.95,1146.2,1069,2023-04-17|Affiliate,269217.56,139.86,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-17,Mon,Organic Social,180820.13,843634.4,4.67,554009,25889,473,160,4.67,6.98,382.28,1783.58,1070,2023-04-17|Organic Social,844430.01,-795.61,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Meta Ads,389735.33,353801.73,0.91,3912955,82069,365,204,2.1,4.75,1067.77,969.32,1071,2023-04-18|Meta Ads,354659.15,-857.42,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Google Search,72741.78,198846.93,2.73,989803,43576,195,146,4.4,1.67,373.03,1019.73,1072,2023-04-18|Google Search,198585.06,261.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Google Display,323657.25,432470.82,1.34,1675039,19166,289,184,1.14,16.89,1119.92,1496.44,1073,2023-04-18|Google Display,433700.72,-1229.90,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,YouTube,37384.73,81984.71,2.19,847128,42867,55,28,5.06,0.87,679.72,1490.63,1074,2023-04-18|YouTube,81872.56,112.15,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Instagram Reels,252866.28,1111650.74,4.4,965664,43972,587,287,4.55,5.75,430.78,1893.78,1075,2023-04-18|Instagram Reels,1112611.63,-960.89,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Email,13228.87,70840.6,5.36,369524,9913,126,54,2.68,1.33,104.99,562.23,1076,2023-04-18|Email,70906.74,-66.14,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,SMS,31203.13,213878.73,6.85,646834,19976,263,131,3.09,1.56,118.64,813.23,1077,2023-04-18|SMS,213741.44,137.29,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Influencer,137737.71,660314.58,4.79,1739895,76549,477,186,4.4,1.8,288.76,1384.31,1078,2023-04-18|Influencer,659763.63,550.95,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Affiliate,215366.59,1265321.79,5.88,2407105,130633,640,480,5.43,1.65,336.51,1977.07,1079,2023-04-18|Affiliate,1266355.55,-1033.76,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-18,Tue,Organic Social,133078.54,662411.74,4.98,1710979,78995,399,239,4.62,1.68,333.53,1660.18,1080,2023-04-18|Organic Social,662731.13,-319.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Meta Ads,484866.93,459944.77,0.95,14517398,288722,355,127,1.99,1.68,1365.82,1295.62,1081,2023-04-19|Meta Ads,460623.58,-678.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Google Search,380150.9,1647954.15,4.33,2776325,116985,1717,841,4.21,3.25,221.4,959.79,1082,2023-04-19|Google Search,1646053.40,1900.75,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Google Display,275018.43,173921.66,0.63,5113708,28770,159,85,0.56,9.56,1729.68,1093.85,1083,2023-04-19|Google Display,173261.61,660.05,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,YouTube,202343.74,421036.85,2.08,2017362,85835,746,589,4.25,2.36,271.24,564.39,1084,2023-04-19|YouTube,420874.98,161.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Instagram Reels,463091.78,1894138,4.09,12911386,674914,1212,921,5.23,0.69,382.09,1562.82,1085,2023-04-19|Instagram Reels,1894045.38,92.62,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Email,22366.42,225627.97,10.09,378985,4731,218,159,1.25,4.73,102.6,1034.99,1086,2023-04-19|Email,225677.18,-49.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,SMS,8075.79,65651.33,8.13,70471,2477,55,36,3.51,3.26,146.83,1193.66,1087,2023-04-19|SMS,65656.17,-4.84,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Influencer,159198.05,566713.22,3.56,4156083,86144,283,127,2.07,1.85,562.54,2002.52,1088,2023-04-19|Influencer,566745.06,-31.84,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Affiliate,350314.12,1979555.03,5.65,8158547,342232,1502,961,4.19,1.02,233.23,1317.95,1089,2023-04-19|Affiliate,1979274.78,280.25,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-19,Wed,Organic Social,139737.88,756848.31,5.42,3061464,60233,709,283,1.97,2.32,197.09,1067.49,1090,2023-04-19|Organic Social,757379.31,-531.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Meta Ads,101437.66,261303.41,2.58,2891411,167840,211,65,5.8,0.6,480.75,1238.4,1091,2023-04-20|Meta Ads,261709.16,-405.75,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Google Search,418551.57,1478658.99,3.53,6959360,306433,1309,471,4.4,1.37,319.75,1129.61,1092,2023-04-20|Google Search,1477487.04,1171.95,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Google Display,297052.55,224096.44,0.75,5459684,167959,122,64,3.08,1.77,2434.86,1836.86,1093,2023-04-20|Google Display,222789.41,1307.03,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,YouTube,132258.11,332179.47,2.51,1601189,65952,186,128,4.12,2.01,711.07,1785.91,1094,2023-04-20|YouTube,331967.86,211.61,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Instagram Reels,282482.22,782249.76,2.77,7297830,96280,541,427,1.32,2.93,522.15,1445.93,1095,2023-04-20|Instagram Reels,782475.75,-225.99,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Email,18855.07,187517.44,9.95,449384,15104,165,69,3.36,1.25,114.27,1136.47,1096,2023-04-20|Email,187607.95,-90.51,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,SMS,9722.24,54471.77,5.6,213492,9743,36,24,4.56,1,270.06,1513.1,1097,2023-04-20|SMS,54444.54,27.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Influencer,349807.43,968686.74,2.77,6681640,224097,1588,905,3.35,1.56,220.28,610,1098,2023-04-20|Influencer,968966.58,-279.84,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Affiliate,438152.82,1322169.95,3.02,3757510,190675,747,455,5.07,2.3,586.55,1769.97,1099,2023-04-20|Affiliate,1323221.52,-1051.57,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-20,Thu,Organic Social,454708.26,1146228.58,2.52,10924792,209453,661,489,1.92,2.17,687.91,1734.08,1100,2023-04-20|Organic Social,1145864.82,363.76,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Meta Ads,129479.83,423942.86,3.27,1544705,76771,370,114,4.97,1.69,349.95,1145.79,1101,2023-04-21|Meta Ads,423399.04,543.82,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Google Search,229872.49,747729.24,3.25,5623578,300914,531,180,5.35,0.76,432.9,1408.15,1102,2023-04-21|Google Search,747085.59,643.65,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Google Display,275061.97,394383.85,1.43,5220952,278561,459,215,5.34,0.99,599.26,859.22,1103,2023-04-21|Google Display,393338.62,1045.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,YouTube,334080.13,668460.93,2,5680301,181780,739,236,3.2,1.84,452.07,904.55,1104,2023-04-21|YouTube,668160.26,300.67,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Instagram Reels,379114.6,1233183.97,3.25,8624837,506206,1560,1045,5.87,0.75,243.02,790.5,1105,2023-04-21|Instagram Reels,1232122.45,1061.52,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Email,38729.02,337322.02,8.71,411588,22581,280,210,5.49,1.72,138.32,1204.72,1106,2023-04-21|Email,337329.76,-7.74,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,SMS,14221.79,68782.27,4.84,106364,1021,65,41,0.96,13.93,218.8,1058.19,1107,2023-04-21|SMS,68833.46,-51.19,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Influencer,14684.27,68347.93,4.65,89361,3918,80,28,4.38,3.75,183.55,854.35,1108,2023-04-21|Influencer,68281.86,66.07,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Affiliate,230649.29,1325287.76,5.75,5162637,195627,1084,498,3.79,1.18,212.78,1222.59,1109,2023-04-21|Affiliate,1326233.42,-945.66,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-21,Fri,Organic Social,475975.04,1563530.41,3.28,9536741,431455,2850,1596,4.52,1.1,167.01,548.61,1110,2023-04-21|Organic Social,1561198.13,2332.28,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Meta Ads,103200.66,275669.6,2.67,2745277,75004,505,156,2.73,1.38,204.36,545.88,1111,2023-04-22|Meta Ads,275545.76,123.84,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Google Search,216418.75,486336.22,2.25,4064280,148367,405,315,3.65,1.46,534.37,1200.83,1112,2023-04-22|Google Search,486942.19,-605.97,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Google Display,92991.11,138984.51,1.49,747761,6499,107,65,0.87,14.31,869.08,1298.92,1113,2023-04-22|Google Display,138556.75,427.76,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,YouTube,14444.36,35827.79,2.48,353441,4747,31,21,1.34,3.04,465.95,1155.74,1114,2023-04-22|YouTube,35822.01,5.78,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Instagram Reels,213381.02,524746.6,2.46,2065407,103827,416,133,5.03,2.06,512.94,1261.41,1115,2023-04-22|Instagram Reels,524917.31,-170.71,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Email,25618.86,240330.53,9.38,610096,21208,130,53,3.48,1.21,197.07,1848.7,1116,2023-04-22|Email,240304.91,25.62,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,SMS,22188.44,174986.91,7.89,340853,19833,201,120,5.82,1.12,110.39,870.58,1117,2023-04-22|SMS,175066.79,-79.88,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Influencer,75238.65,357293.3,4.75,1811754,106149,211,151,5.86,0.71,356.58,1693.33,1118,2023-04-22|Influencer,357383.59,-90.29,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Affiliate,292563.44,1916524.58,6.55,3377847,116503,1217,413,3.45,2.51,240.4,1574.79,1119,2023-04-22|Affiliate,1916290.53,234.05,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-22,Sat,Organic Social,239791.51,510899.79,2.13,1349259,16991,422,312,1.26,14.11,568.23,1210.66,1120,2023-04-22|Organic Social,510755.92,143.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Meta Ads,74241.66,299936.31,4.04,1837713,102176,314,182,5.56,0.73,236.44,955.21,1121,2023-04-23|Meta Ads,299936.31,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Google Search,57098.85,167819.23,2.94,798939,23932,95,53,3,2.39,601.04,1766.52,1122,2023-04-23|Google Search,167870.62,-51.39,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Google Display,175797.98,140269.21,0.8,1697414,94190,70,52,5.55,1.87,2511.4,2003.85,1123,2023-04-23|Google Display,140638.38,-369.17,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,YouTube,388859.72,703019.49,1.81,1242526,45506,427,328,3.66,8.55,910.68,1646.42,1124,2023-04-23|YouTube,703836.09,-816.60,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Instagram Reels,391571.06,1131092.16,2.89,7502976,60711,684,424,0.81,6.45,572.47,1653.64,1125,2023-04-23|Instagram Reels,1131640.36,-548.20,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Email,10557.17,77624.76,7.35,268670,3364,42,15,1.25,3.14,251.36,1848.21,1126,2023-04-23|Email,77595.20,29.56,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,SMS,37444.04,231827.28,6.19,907238,42985,146,109,4.74,0.87,256.47,1587.86,1127,2023-04-23|SMS,231778.61,48.67,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Influencer,369337.28,1264573.91,3.42,1589348,29508,818,466,1.86,12.52,451.51,1545.93,1128,2023-04-23|Influencer,1263133.50,1440.41,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Affiliate,446861.07,2698951.49,6.04,6397189,347790,2615,1202,5.44,1.28,170.88,1032.1,1129,2023-04-23|Affiliate,2699040.86,-89.37,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-23,Sun,Organic Social,377581.32,1452970.68,3.85,4819380,235877,1370,794,4.89,1.6,275.61,1060.56,1130,2023-04-23|Organic Social,1453688.08,-717.40,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Meta Ads,122183.07,443671.16,3.63,3142663,78130,532,170,2.49,1.56,229.67,833.97,1131,2023-04-24|Meta Ads,443524.54,146.62,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Google Search,487780.78,1388126.54,2.85,6081090,344806,706,303,5.67,1.41,690.91,1966.18,1132,2023-04-24|Google Search,1390175.22,-2048.68,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Google Display,27784.97,41093.97,1.48,633328,15284,47,28,2.41,1.82,591.17,874.34,1133,2023-04-24|Google Display,41121.76,-27.79,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,YouTube,373431.03,788462.28,2.11,2472028,45253,975,487,1.83,8.25,383.01,808.68,1134,2023-04-24|YouTube,787939.47,522.81,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Instagram Reels,147347.42,314115.23,2.13,1891106,81687,191,122,4.32,1.8,771.45,1644.58,1135,2023-04-24|Instagram Reels,313850.00,265.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Email,44399.63,288029.28,6.49,737859,17240,407,162,2.34,2.58,109.09,707.69,1136,2023-04-24|Email,288153.60,-124.32,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,SMS,17716.9,113306.66,6.4,311742,11907,114,55,3.82,1.49,155.41,993.92,1137,2023-04-24|SMS,113388.16,-81.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Influencer,106376.96,202903.41,1.91,830040,34917,338,138,4.21,3.05,314.72,600.31,1138,2023-04-24|Influencer,203179.99,-276.58,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Affiliate,342031.97,1643189.99,4.8,2306765,107578,1929,1022,4.66,3.18,177.31,851.84,1139,2023-04-24|Affiliate,1641753.46,1436.53,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-24,Mon,Organic Social,403171.21,1348849.6,3.35,4947909,281900,1812,1159,5.7,1.43,222.5,744.4,1140,2023-04-24|Organic Social,1350623.55,-1773.95,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Meta Ads,118125.49,226682.82,1.92,1304029,31773,129,65,2.44,3.72,915.7,1757.23,1141,2023-04-25|Meta Ads,226800.94,-118.12,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Google Search,358749.78,899744.45,2.51,7249296,79226,551,203,1.09,4.53,651.09,1632.93,1142,2023-04-25|Google Search,900461.95,-717.50,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Google Display,371795.78,183667.12,0.49,1352537,10513,147,91,0.78,35.37,2529.22,1249.44,1143,2023-04-25|Google Display,182179.93,1487.19,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,YouTube,413346.3,1020965.36,2.47,1840894,96708,1162,848,5.25,4.27,355.72,878.63,1144,2023-04-25|YouTube,1020965.36,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Instagram Reels,233587.23,561426.91,2.4,3725232,192047,322,189,5.16,1.22,725.43,1743.56,1145,2023-04-25|Instagram Reels,560609.35,817.56,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Email,29079.13,326253.3,11.22,395681,17421,252,163,4.4,1.67,115.39,1294.66,1146,2023-04-25|Email,326267.84,-14.54,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,SMS,32006.11,142299.17,4.45,140264,4871,85,59,3.47,6.57,376.54,1674.11,1147,2023-04-25|SMS,142427.19,-128.02,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Influencer,241441.58,366991.2,1.52,3350708,73485,187,140,2.19,3.29,1291.13,1962.52,1148,2023-04-25|Influencer,366991.20,0.00,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Affiliate,137680.64,903804.56,6.56,783338,12005,698,258,1.53,11.47,197.25,1294.85,1149,2023-04-25|Affiliate,903185.00,619.56,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-25,Tue,Organic Social,148883,473820.15,3.18,1642056,9326,283,96,0.57,15.96,526.09,1674.28,1150,2023-04-25|Organic Social,473447.94,372.21,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Meta Ads,246505.55,997829.82,4.05,5155391,45156,602,391,0.88,5.46,409.48,1657.52,1151,2023-04-26|Meta Ads,998347.48,-517.66,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Google Search,271903.31,918598.14,3.38,3772618,100988,1402,925,2.68,2.69,193.94,655.21,1152,2023-04-26|Google Search,919033.19,-435.05,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Google Display,456916,338848.91,0.74,6302479,296553,204,155,4.71,1.54,2239.78,1661.02,1153,2023-04-26|Google Display,338117.84,731.07,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,YouTube,204959.37,348328.45,1.7,1737891,75562,277,210,4.35,2.71,739.93,1257.5,1154,2023-04-26|YouTube,348430.93,-102.48,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Instagram Reels,59152.03,210806,3.56,546705,25864,113,44,4.73,2.29,523.47,1865.54,1155,2023-04-26|Instagram Reels,210581.23,224.77,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Email,75556.51,522193.71,6.91,841240,14196,270,116,1.69,5.32,279.84,1934.05,1156,2023-04-26|Email,522095.48,98.23,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,SMS,19884.48,115308.11,5.8,581963,29411,61,22,5.05,0.68,325.98,1890.3,1157,2023-04-26|SMS,115329.98,-21.87,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Influencer,452993.84,2290925.75,5.06,10555144,579349,1335,507,5.49,0.78,339.32,1716.05,1158,2023-04-26|Influencer,2292148.83,-1223.08,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Affiliate,200157.48,855573.15,4.27,4789528,232407,1159,382,4.85,0.86,172.7,738.2,1159,2023-04-26|Affiliate,854672.44,900.71,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
2023-04-26,Wed,Organic Social,190308.96,1093781.72,5.75,2270092,111482,554,271,4.91,1.71,343.52,1974.34,1160,2023-04-26|Organic Social,1094276.52,-494.80,"Reported ROAS has two decimals. Spend × reported ROAS can differ from recorded revenue; this is a rounding diagnostic, not an invoice overcharge."
